query_id,candidate_id,relevance
EK03,16054-8_chunk_000230,1
EK03,20131-8_chunk_000156,1
EK03,10007-0_chunk_000057,2
EK03,16691-8_chunk_000023,2
EK03,65310-0_chunk_000188,1
EK03,46877-8_chunk_000276,0
EK03,60901-8_chunk_000143,1
EK03,30724-0_chunk_000081,1
EK03,45231-0_chunk_000196,1
EK03,20131-8_chunk_000059,1
EK03,45895-8_chunk_000004,2
EK03,62829-0_chunk_000050,1
EK03,26146-8_chunk_000114,1
EK03,16691-8_chunk_000024,2
EK03,20131-8_chunk_000055,1
EK03,37332-8_chunk_000159,1
EK03,20131-8_chunk_000169,1
EK03,57754-0_chunk_000023,1
EK03,29588-8_chunk_000300,1
EK03,56280-0_chunk_000336,2
EK03,43639-8_chunk_000005,1
EK03,43591-0_chunk_000039,1
EK03,42647-0_chunk_000535,1
EK03,45331-8_chunk_000158,1
EK03,13695-0_chunk_000238,1
EK03,65310-0_chunk_000190,1
EK03,12441-0_chunk_000211,2
EK03,65276-0_chunk_000084,1
EK03,40035-8_chunk_000004,0
EK03,65121-0_chunk_000008,0
EK03,20131-8_chunk_000028,1
EK03,45762-8_chunk_000115,0
EK03,44501-8_chunk_000038,1
EK03,7844-8_chunk_000154,1
EK03,39303-0_chunk_000305,1
EK03,3460-0_chunk_000335,1
EK03,13695-0_chunk_000099,1
EK04,39343-0_chunk_000188,0
EK04,26977-8_chunk_000131,1
EK04,10149-8_chunk_000275,0
EK04,39343-0_chunk_000347,1
EK04,52761-0_chunk_000008,1
EK04,39343-0_chunk_000110,0
EK04,39343-0_chunk_000062,0
EK04,39343-0_chunk_000084,1
EK04,11697-8_chunk_000412,1
EK04,42569-8_chunk_000089,1
EK04,11697-8_chunk_000080,1
EK04,40853-8_chunk_000058,1
EK04,11697-8_chunk_000096,0
EK04,40853-8_chunk_000347,1
EK04,26194-8_chunk_000040,1
EK04,39343-0_chunk_000217,0
EK04,48124-8_chunk_000063,1
EK04,39343-0_chunk_000318,1
EK04,39343-0_chunk_000320,1
EK04,62343-0_chunk_000074,1
EK04,59444-0_chunk_000246,0
EK04,48124-8_chunk_000091,1
EK04,39343-0_chunk_000105,1
EK04,39343-0_chunk_000087,1
EK04,44535-0_chunk_000052,1
EK04,39343-0_chunk_000357,0
EK04,46694-0_chunk_000067,1
EK04,54284-0_chunk_000023,1
EK04,11697-8_chunk_000393,1
EK04,60055-0_chunk_000133,2
EK04,39343-0_chunk_000234,1
EK04,39343-0_chunk_000288,1
EK04,42569-8_chunk_000031,1
EK04,44535-0_chunk_000111,1
EK04,39343-0_chunk_000074,1
EK04,56381-0_chunk_000148,1
EK04,39343-0_chunk_000076,1
EK04,45774-8_chunk_000111,1
EK04,48124-8_chunk_000054,1
EK04,33390-8_chunk_000089,1
EK04,54479-8_chunk_000006,1
EK04,52324-0_chunk_000003,1
EK04,46529-8_chunk_000068,0
EK04,36361-8_chunk_000025,0
EK04,46694-0_chunk_000032,1
EK04,40359-8_chunk_000081,1
EK04,52761-0_chunk_000003,1
EK04,42389-8_chunk_000114,1
EK04,40759-8_chunk_000021,1
EK04,11697-8_chunk_000266,0
EK05,61657-8_chunk_000137,1
EK05,34674-0_chunk_000177,1
EK05,17613-0_chunk_000088,1
EK05,61812-0_chunk_000213,0
EK05,34240-8_chunk_000293,1
EK05,17613-0_chunk_000180,1
EK05,23299-8_chunk_000088,1
EK05,30952-8_chunk_000052,0
EK05,48207-8_chunk_000015,1
EK05,45573-8_chunk_000182,0
EK05,19968-8_chunk_000222,1
EK05,17613-0_chunk_000040,1
EK05,52972-0_chunk_000046,1
EK05,28515-8_chunk_000085,1
EK05,17613-0_chunk_000099,1
EK05,34462-8_chunk_000106,1
EK05,27401-8_chunk_000055,1
EK05,13154-8_chunk_000150,1
EK05,17613-0_chunk_000131,1
EK05,63098-0_chunk_000041,0
EK05,65900-0_chunk_000004,1
EK05,29939-8_chunk_000141,1
EK05,17613-0_chunk_000098,1
EK05,35552-8_chunk_000059,1
EK05,41664-8_chunk_000046,1
EK05,20117-8_chunk_000173,1
EK05,41296-8_chunk_000318,2
EK05,45077-8_chunk_000005,1
EK05,19968-8_chunk_000225,1
EK05,34506-8_chunk_000285,1
EK05,58668-0_chunk_000071,1
EK05,58834-0_chunk_000258,1
EK05,28097-8_chunk_000174,1
EK05,16334-8_chunk_000064,1
EK05,23299-8_chunk_000087,1
EK05,29588-8_chunk_000065,1
EK05,9439-0_chunk_000186,0
EK05,45812-8_chunk_000033,1
EK05,30952-8_chunk_000053,1
EK05,8924-0_chunk_000107,1
EK05,6111-0_chunk_000095,1
EK05,19857-8_chunk_000085,1
EK05,18093-8_chunk_000027,1
EK05,14753-8_chunk_000131,1
EK05,58292-0_chunk_000005,1
EK05,16011-8_chunk_000181,1
EK05,20696-8_chunk_000128,0
EK05,35116-8_chunk_000228,1
EK05,36752-8_chunk_000102,1
EK06,13640-8_chunk_000006,1
EK06,55817-0_chunk_000018,2
EK06,11827-8_chunk_000185,0
EK06,57054-0_chunk_000042,1
EK06,39193-8_chunk_000159,1
EK06,55482-0_chunk_000027,1
EK06,41664-8_chunk_000079,1
EK06,59543-0_chunk_000005,1
EK06,47219-0_chunk_000108,1
EK06,55817-0_chunk_000019,1
EK06,33698-8_chunk_000014,0
EK06,53709-0_chunk_000057,0
EK06,57054-0_chunk_000079,1
EK06,29426-8_chunk_000187,1
EK06,14009-8_chunk_000015,0
EK06,57054-0_chunk_000090,0
EK06,26131-8_chunk_000094,1
EK06,52921-0_chunk_000143,1
EK06,51500-0_chunk_000048,1
EK06,51500-0_chunk_000045,1
EK06,58962-0_chunk_000018,1
EK06,11735-8_chunk_000026,1
EK06,51500-0_chunk_000033,0
EK06,52921-0_chunk_000133,1
EK06,40175-8_chunk_000106,1
EK06,23813-0_chunk_000007,1
EK06,41983-8_chunk_000747,2
EK06,51500-0_chunk_000047,1
EK06,52921-0_chunk_000219,1
EK06,57054-0_chunk_000080,0
EK06,48575-0_chunk_000054,1
EK06,22737-8_chunk_000192,1
EK06,39373-0_chunk_000143,1
EK06,52921-0_chunk_000138,0
EK06,51500-0_chunk_000049,1
EK06,26131-8_chunk_000096,1
EK06,57054-0_chunk_000047,1
EK06,40796-0_chunk_000028,1
EK06,23319-8_chunk_000005,1
EK06,27667-8_chunk_000059,1
EK06,56353-0_chunk_000046,1
EK06,48575-0_chunk_000055,1
EK06,40175-8_chunk_000107,0
EK06,48575-0_chunk_000078,1
EK07,64187-0_chunk_000523,1
EK07,6491-0_chunk_000008,1
EK07,45737-0_chunk_000017,1
EK07,33683-8_chunk_000022,0
EK07,34156-8_chunk_000085,1
EK07,37781-8_chunk_000213,1
EK07,60256-0_chunk_000007,1
EK07,41664-8_chunk_000010,0
EK07,44303-8_chunk_000204,1
EK07,56111-0_chunk_000026,1
EK07,6491-0_chunk_000219,1
EK07,1667-0_chunk_000004,1
EK07,15380-8_chunk_000003,0
EK07,6491-0_chunk_000042,1
EK07,12963-8_chunk_000170,0
EK07,48728-0_chunk_000121,1
EK07,65620-0_chunk_000116,0
EK07,1667-0_chunk_000024,1
EK07,13108-8_chunk_000004,0
EK07,37781-8_chunk_000165,1
EK07,21820-8_chunk_000001,1
EK07,19724-8_chunk_000114,1
EK07,13295-8_chunk_000081,1
EK07,64187-0_chunk_000458,1
EK07,49504-0_chunk_000070,0
EK07,39422-8_chunk_000034,0
EK07,1667-0_chunk_000025,1
EK07,19549-8_chunk_000169,1
EK07,57649-0_chunk_000001,1
EK07,26995-0_chunk_000061,1
EK07,57649-0_chunk_000002,1
EK07,51352-8_chunk_000050,1
EK07,61829-0_chunk_000092,1
EK07,9298-0_chunk_000063,1
EK07,27523-8_chunk_000123,1
EK07,57700-0_chunk_000115,0
EK07,39724-8_chunk_000015,1
EK07,57649-0_chunk_000000,1
EK07,12422-8_chunk_000014,0
EK07,6491-0_chunk_000222,1
EK07,6491-0_chunk_000140,1
EK07,37781-8_chunk_000160,1
EK07,10007-0_chunk_000045,1
EK07,60369-0_chunk_000060,1
EK07,40058-8_chunk_000224,1
EK07,32280-8_chunk_000027,1
EK07,64662-0_chunk_000187,0
EK07,48260-8_chunk_000070,1
EK07,47646-0_chunk_000098,1
EK07,64187-0_chunk_000395,1
EK07,37286-8_chunk_000100,1
EK07,14024-8_chunk_000001,1
EK08,7032-0_chunk_000145,1
EK08,61184-0_chunk_000057,0
EK08,8679-8_chunk_000333,1
EK08,62375-0_chunk_000011,1
EK08,30700-8_chunk_000165,1
EK08,46128-8_chunk_000035,1
EK08,7281-0_chunk_000223,1
EK08,64321-0_chunk_000066,1
EK08,39343-0_chunk_000217,0
EK08,41227-0_chunk_000349,1
EK08,20054-8_chunk_000013,1
EK08,19968-8_chunk_000132,1
EK08,47248-0_chunk_000192,1
EK08,21087-8_chunk_000066,1
EK08,27378-8_chunk_000436,1
EK08,45720-8_chunk_000018,1
EK08,51932-8_chunk_000094,1
EK08,37669-8_chunk_000229,1
EK08,7281-0_chunk_000545,1
EK08,62375-0_chunk_000133,1
EK08,47463-0_chunk_000312,1
EK08,34802-8_chunk_000092,1
EK08,38961-8_chunk_000415,1
EK08,47361-0_chunk_000080,0
EK08,62375-0_chunk_000013,1
EK08,12051-8_chunk_000119,1
EK08,20057-8_chunk_000002,1
EK08,46128-8_chunk_000023,1
EK08,31714-8_chunk_000090,1
EK08,64252-0_chunk_000115,1
EK08,33524-8_chunk_000049,0
EK08,50394-0_chunk_000207,1
EK08,64321-0_chunk_000049,1
EK08,15777-8_chunk_000134,1
EK08,27602-8_chunk_000046,1
EK08,63923-0_chunk_000069,1
EK08,1400-0_chunk_000468,1
EK08,40035-8_chunk_000094,0
EK08,62344-0_chunk_000054,1
EK08,62950-0_chunk_000122,1
EK08,57984-0_chunk_000018,1
EK08,61184-0_chunk_000370,0
EK08,64252-0_chunk_000074,1
EK08,43612-0_chunk_000061,0
EK08,64252-0_chunk_000071,1
EK08,26410-8_chunk_000000,2
EK08,64321-0_chunk_000089,1
SS01,34444-8_chunk_000216,0
SS01,43598-8_chunk_000132,1
SS01,55195-0_chunk_000719,1
SS01,45592-8_chunk_000037,1
SS01,20861-8_chunk_000053,1
SS01,20861-8_chunk_000064,2
SS01,60426-0_chunk_000101,2
SS01,59933-0_chunk_000173,1
SS01,41055-8_chunk_000119,1
SS01,29265-8_chunk_000322,1
SS01,43598-8_chunk_000018,1
SS01,31313-8_chunk_000006,1
SS01,26160-8_chunk_000188,2
SS01,14477-8_chunk_000225,1
SS01,48592-8_chunk_000019,1
SS01,53571-0_chunk_000074,1
SS01,55195-0_chunk_000028,1
SS01,43952-8_chunk_000163,2
SS01,38194-8_chunk_000484,1
SS01,55195-0_chunk_000821,1
SS01,16331-8_chunk_000003,1
SS01,46481-8_chunk_000025,1
SS01,43598-8_chunk_000229,1
SS01,18980-8_chunk_000013,2
SS01,43598-8_chunk_000073,1
SS01,51761-0_chunk_000322,1
SS01,60517-0_chunk_000045,1
SS01,43598-8_chunk_000068,1
SS01,22135-8_chunk_000023,1
SS01,43598-8_chunk_000187,1
SS01,43598-8_chunk_000110,1
SS01,43598-8_chunk_000315,1
SS01,60156-0_chunk_000303,0
SS01,43598-8_chunk_000310,1
SS01,41716-8_chunk_000324,1
SS01,20861-8_chunk_000057,1
SS01,54507-8_chunk_000203,1
SS01,14477-8_chunk_000206,1
SS01,17017-8_chunk_000192,2
SS01,20861-8_chunk_000054,1
SS01,53792-8_chunk_000096,1
SS01,48952-0_chunk_000071,1
SS01,55592-0_chunk_000153,1
SS01,54507-8_chunk_000014,1
SS01,16653-8_chunk_000319,1
SS01,51761-0_chunk_000038,1
SS02,56134-0_chunk_000111,1
SS02,57046-0_chunk_000132,1
SS02,45343-8_chunk_000005,1
SS02,10149-8_chunk_000219,1
SS02,34156-8_chunk_000041,1
SS02,55364-0_chunk_000006,1
SS02,43404-8_chunk_000158,1
SS02,41513-0_chunk_000091,1
SS02,63815-0_chunk_000022,1
SS02,24723-8_chunk_000012,1
SS02,62989-0_chunk_000081,1
SS02,48720-8_chunk_000148,1
SS02,57111-0_chunk_000686,1
SS02,32856-0_chunk_000219,1
SS02,14635-8_chunk_000099,1
SS02,28234-8_chunk_000175,2
SS02,11847-8_chunk_000101,2
SS02,50618-0_chunk_000079,1
SS02,34230-8_chunk_000160,1
SS02,19015-8_chunk_000002,1
SS02,48720-8_chunk_000219,1
SS02,47597-0_chunk_000235,1
SS02,48475-0_chunk_000076,1
SS02,3083-0_chunk_000047,1
SS02,805-8_chunk_000021,1
SS02,7170-8_chunk_000032,1
SS02,21625-8_chunk_000012,1
SS02,57254-0_chunk_000043,1
SS02,48720-8_chunk_000210,1
SS02,805-8_chunk_000019,1
SS02,45343-8_chunk_000011,1
SS02,15851-8_chunk_000089,1
SS02,34944-8_chunk_000084,1
SS02,58459-0_chunk_000005,1
SS02,11856-8_chunk_000051,1
SS02,34944-8_chunk_000075,1
SS02,11841-8_chunk_000019,1
SS02,41513-0_chunk_000153,1
SS02,62989-0_chunk_000103,1
SS02,59467-8_chunk_000059,0
SS02,48813-0_chunk_000060,1
SS02,33797-0_chunk_000250,1
SS02,36851-8_chunk_000139,1
SS02,28178-8_chunk_000213,2
SS02,48720-8_chunk_000208,1
SS02,30938-8_chunk_000012,1
SS02,3245-0_chunk_000073,1
SS03,20645-8_chunk_000113,0
SS03,11603-8_chunk_000074,2
SS03,59892-0_chunk_000219,1
SS03,45762-8_chunk_000174,1
SS03,20645-8_chunk_000043,1
SS03,17634-8_chunk_000016,1
SS03,49283-8_chunk_000058,1
SS03,20645-8_chunk_000090,0
SS03,59674-8_chunk_000031,1
SS03,27666-8_chunk_000150,1
SS03,36758-8_chunk_000031,1
SS03,20645-8_chunk_000233,1
SS03,9054-8_chunk_000103,1
SS03,53792-8_chunk_000073,1
SS03,44076-0_chunk_000037,1
SS03,7956-8_chunk_000047,1
SS03,15851-8_chunk_000088,1
SS03,57666-8_chunk_000141,1
SS03,1709-0_chunk_000357,1
SS03,20645-8_chunk_000215,1
SS03,43404-8_chunk_000358,1
SS03,36828-0_chunk_000025,1
SS03,36022-8_chunk_000165,1
SS03,45475-8_chunk_000180,1
SS03,23033-0_chunk_000071,1
SS03,10149-8_chunk_000395,1
SS03,59674-8_chunk_000030,1
SS03,20645-8_chunk_000044,1
SS03,20645-8_chunk_000139,1
SS03,35120-8_chunk_000384,1
SS03,7956-8_chunk_000204,1
SS03,53317-8_chunk_000009,1
SS03,30522-8_chunk_000089,1
SS03,37825-8_chunk_000111,1
SS03,58711-0_chunk_000298,1
SS03,13434-8_chunk_000057,1
SS03,28234-8_chunk_000007,1
SS03,18607-8_chunk_000312,1
SS03,18607-8_chunk_000245,1
SS03,3143-0_chunk_000070,1
SS03,8444-8_chunk_000029,1
SS03,58534-8_chunk_000090,1
SS03,20645-8_chunk_000117,1
SS03,20645-8_chunk_000137,1
SS04,36506-8_chunk_000193,1
SS04,54098-0_chunk_000023,1
SS04,36506-8_chunk_000187,1
SS04,36506-8_chunk_000185,1
SS04,36506-8_chunk_000175,1
SS04,36506-8_chunk_000191,0
SS04,36506-8_chunk_000184,1
SS04,57359-0_chunk_000351,1
SS04,36506-8_chunk_000079,1
SS04,56190-0_chunk_001051,1
SS04,36506-8_chunk_000177,1
SS04,56190-0_chunk_001080,1
SS04,38806-8_chunk_000038,1
SS04,57359-0_chunk_000347,1
SS04,36506-8_chunk_000172,1
SS04,36506-8_chunk_000188,0
SS04,17041-8_chunk_000071,1
SS04,36506-8_chunk_000190,0
SS04,2014-0_chunk_000166,1
SS04,43631-8_chunk_000073,1
SS04,21962-8_chunk_000236,1
SS04,30110-8_chunk_000227,1
SS04,58534-8_chunk_000162,0
SS04,57359-0_chunk_000340,1
SS04,60692-0_chunk_000565,1
SS04,38830-8_chunk_000132,0
SS04,16256-8_chunk_000093,1
SS04,54098-0_chunk_000021,1
SS04,58534-8_chunk_000158,1
SS04,58700-0_chunk_000086,1
SS04,36506-8_chunk_000181,0
SS04,54098-0_chunk_000007,1
SS04,36506-8_chunk_000189,1
SS04,56190-0_chunk_001084,0
SS04,17041-8_chunk_000072,1
SS04,36506-8_chunk_000173,1
SS04,58534-8_chunk_000161,1
SS04,16288-8_chunk_000087,1
SS04,56190-0_chunk_001038,1
SS04,36506-8_chunk_000192,0
SS04,2172-8_chunk_000120,1
SS04,56190-0_chunk_001052,1
SS04,57359-0_chunk_000354,1
SS04,17041-8_chunk_000069,1
SS04,58534-8_chunk_000278,0
SS05,56278-0_chunk_000002,1
SS05,16256-8_chunk_000185,1
SS05,9054-8_chunk_000075,2
SS05,36557-8_chunk_000056,1
SS05,57359-0_chunk_000275,0
SS05,59674-8_chunk_000030,2
SS05,44384-8_chunk_000056,1
SS05,41770-8_chunk_000074,1
SS05,7058-0_chunk_000091,1
SS05,9054-8_chunk_000003,1
SS05,40615-8_chunk_000034,1
SS05,40796-0_chunk_000244,1
SS05,51090-0_chunk_000573,1
SS05,63729-0_chunk_000073,1
SS05,42719-8_chunk_000271,1
SS05,12088-8_chunk_000016,2
SS05,61640-0_chunk_000201,1
SS05,34738-8_chunk_000203,1
SS05,53792-8_chunk_000066,1
SS05,20555-8_chunk_000118,2
SS05,31217-8_chunk_000286,1
SS05,9054-8_chunk_000024,1
SS05,36557-8_chunk_000004,1
SS05,63098-0_chunk_000174,0
SS05,9054-8_chunk_000067,1
SS05,55624-8_chunk_000123,1
SS05,43952-8_chunk_000209,1
SS05,3649-0_chunk_000092,2
SS05,11807-8_chunk_000143,0
SS05,14589-8_chunk_000085,2
SS05,31217-8_chunk_000164,1
SS05,29600-8_chunk_000092,1
SS05,9054-8_chunk_000074,2
SS05,36555-0_chunk_000150,1
SS05,38194-8_chunk_000737,1
SS05,13722-8_chunk_000021,1
SS05,43807-8_chunk_000054,1
SS05,19993-8_chunk_000001,1
SS05,15693-8_chunk_000152,0
SS05,29861-8_chunk_000106,1
SS05,20645-8_chunk_000091,1
SS05,59553-8_chunk_001057,0
SS05,33602-8_chunk_000006,1
SS05,64898-0_chunk_000024,1
SS05,30646-8_chunk_000349,1
SS06,62743-0_chunk_000034,1
SS06,13201-8_chunk_000063,1
SS06,53534-0_chunk_000193,2
SS06,37615-8_chunk_000040,1
SS06,17041-8_chunk_000007,1
SS06,31313-8_chunk_000015,2
SS06,11397-8_chunk_000302,1
SS06,31217-8_chunk_000368,1
SS06,27250-8_chunk_000055,1
SS06,59815-0_chunk_000071,1
SS06,13983-8_chunk_000349,0
SS06,41014-8_chunk_000058,1
SS06,13983-8_chunk_000138,1
SS06,12264-8_chunk_000065,1
SS06,58292-0_chunk_000089,1
SS06,54871-0_chunk_000016,1
SS06,30326-8_chunk_000111,1
SS06,16131-8_chunk_000087,2
SS06,46333-0_chunk_000258,1
SS06,60834-0_chunk_000002,1
SS06,20953-8_chunk_000033,1
SS06,31313-8_chunk_000012,1
SS06,19104-0_chunk_000262,1
SS06,45368-0_chunk_000949,1
SS06,58411-0_chunk_000115,1
SS06,3292-0_chunk_000430,1
SS06,27461-8_chunk_000105,1
SS06,29896-8_chunk_000113,1
SS06,30646-8_chunk_000262,1
SS06,46975-0_chunk_000126,1
SS06,4593-0_chunk_000095,2
SS06,22135-8_chunk_000077,1
SS06,46333-0_chunk_000219,1
SS06,16834-8_chunk_000080,1
SS06,8133-8_chunk_000228,1
SS06,48051-0_chunk_000227,0
SS06,46333-0_chunk_000259,2
SS06,22135-8_chunk_000075,1
SS06,17377-8_chunk_000159,1
SS06,14943-8_chunk_000121,1
SS06,63288-8_chunk_000073,1
SS07,35338-8_chunk_000375,1
SS07,20861-8_chunk_000065,1
SS07,20861-8_chunk_000056,1
SS07,58650-0_chunk_000039,1
SS07,41584-0_chunk_000125,0
SS07,61630-0_chunk_000120,1
SS07,20861-8_chunk_000064,2
SS07,26935-8_chunk_000026,1
SS07,18113-8_chunk_000276,0
SS07,20861-8_chunk_000042,1
SS07,35338-8_chunk_000215,1
SS07,33011-0_chunk_000049,1
SS07,44883-0_chunk_000036,1
SS07,49630-0_chunk_000167,1
SS07,30522-8_chunk_000071,1
SS07,61786-0_chunk_000120,0
SS07,63479-0_chunk_000045,1
SS07,4309-0_chunk_000144,1
SS07,66129-0_chunk_000232,1
SS07,51820-8_chunk_000118,2
SS07,18980-8_chunk_000013,1
SS07,20645-8_chunk_000151,1
SS07,53792-8_chunk_000096,1
SS07,22131-8_chunk_000018,1
SS07,41934-8_chunk_000188,1
SS07,49630-0_chunk_000072,1
SS07,35338-8_chunk_000276,1
SS07,19549-8_chunk_000170,1
SS07,20861-8_chunk_000074,1
SS07,23609-8_chunk_000116,1
SS07,45895-8_chunk_000285,1
SS07,21093-8_chunk_000147,0
SS07,43741-8_chunk_000232,1
SS07,43741-8_chunk_000003,1
SS07,44027-8_chunk_000006,1
SS07,38806-8_chunk_000340,1
SS07,21883-8_chunk_000108,1
SS07,23609-8_chunk_000115,1
SS07,34847-8_chunk_000297,1
SS07,35338-8_chunk_000297,1
SS07,30975-8_chunk_000181,0
SS07,34775-8_chunk_000076,1
SS07,13457-8_chunk_000270,1
SS07,52993-0_chunk_000078,2
SS07,42155-0_chunk_000052,1
SS07,49336-0_chunk_000067,1
SS07,41296-8_chunk_000215,1
SS07,23609-8_chunk_000161,1
SS08,38806-8_chunk_000053,1
SS08,55330-0_chunk_000253,1
SS08,4602-8_chunk_000247,1
SS08,23033-0_chunk_000083,1
SS08,38806-8_chunk_000015,1
SS08,45915-8_chunk_000015,1
SS08,46333-0_chunk_000098,1
SS08,42410-0_chunk_000340,0
SS08,34974-8_chunk_000049,0
SS08,28357-0_chunk_000330,0
SS08,45368-0_chunk_000814,1
SS08,58700-0_chunk_000110,1
SS08,7297-8_chunk_000322,1
SS08,3283-8_chunk_000018,1
SS08,21822-8_chunk_000023,1
SS08,38537-0_chunk_000179,1
SS08,17695-0_chunk_000037,1
SS08,31313-8_chunk_000015,1
SS08,894-8_chunk_000048,1
SS08,46333-0_chunk_000097,1
SS08,4593-0_chunk_000191,2
SS08,58700-0_chunk_000118,1
SS08,42492-8_chunk_000058,1
SS08,47157-8_chunk_000262,1
SS08,58678-0_chunk_000068,1
SS08,48890-8_chunk_000163,0
SS08,27250-8_chunk_000104,0
SS08,58700-0_chunk_000102,1
SS08,53261-8_chunk_000037,1
SS08,16784-0_chunk_000225,1
SS08,54225-0_chunk_000123,1
SS08,38806-8_chunk_000415,1
SS08,11397-8_chunk_000328,1
SS08,43598-8_chunk_000200,1
SS08,57241-0_chunk_000481,1
SS08,38806-8_chunk_000153,1
SS08,55195-0_chunk_000803,1
SS08,11397-8_chunk_000329,1
SS08,38806-8_chunk_000080,1
SS08,40387-8_chunk_000089,1
SS08,16653-8_chunk_000102,1
SS08,16470-8_chunk_000113,1
SS08,38806-8_chunk_000170,1
SS08,15210-8_chunk_000019,1
